combo_id,n_trades,gross_sharpe,mean_gross,std_gross,win_rate,entry_timing_offset,fill_slippage_ticks,cooldown_after_exit_bars
748,241,-0.1811987929727505,-84.0661678597664,2989.1720758276842,0.3775933609958506,0,2,10
1151,334,-0.18626198127023533,-98.57455146770019,4014.119245891883,0.26646706586826346,2,0,0
1405,93,-0.18716740958743103,-168.8237830087457,3610.117333320071,0.3118279569892473,2,2,10
233,75,-0.1876927860830551,-135.09729665861144,2587.0579346635764,0.24,1,2,0
1188,173,-0.18980706547314435,-134.51165061285866,3868.539394409417,0.28901734104046245,2,2,0
36,678,-0.19115569316141542,-52.97554885901859,2994.8806495133367,0.19911504424778761,0,0,10
231,223,-0.19211100271332587,-83.58639884734394,2696.57344013298,0.21973094170403587,1,0,10
482,875,-0.19533513443541603,-19.254293776750938,1210.117940518132,0.48228571428571426,1,2,0
1218,73,-0.19750924986192542,-180.61827936037966,3242.740055594901,0.3972602739726027,0,0,3
666,149,-0.20791314329420493,-135.56762328504047,3303.266531678419,0.3624161073825503,1,0,10
1473,624,-0.2096209614942154,-71.17539147263103,3520.172092781722,0.3092948717948718,1,1,0
579,233,-0.216364883019869,-118.64561393084547,3473.91605012159,0.30472103004291845,1,1,3
859,466,-0.2233414480365913,-69.23213784084363,2777.2042313603783,0.4206008583690987,2,0,3
1086,104,-0.22514046427925868,-129.30281525188116,2430.7905424071155,0.36538461538461536,1,2,10
399,412,-0.22922933547317004,-70.78579327128745,2601.363012829233,0.2961165048543689,1,1,10
738,177,-0.23049998114566583,-153.3533033642744,3673.5446213406676,0.12429378531073447,2,1,10
880,86,-0.23058132392600103,-129.52825071388932,2162.051539426005,0.43023255813953487,0,2,3
289,98,-0.23244716106164598,-177.68858073035568,3140.687708815156,0.21428571428571427,0,0,3
462,158,-0.23248445467838352,-81.80212419346816,1835.5898651244956,0.45569620253164556,2,2,3
1163,204,-0.2331779274373298,-99.25929542221745,2523.3371341459724,0.45588235294117646,2,2,3
170,171,-0.2344190298806344,-151.53608271098489,3508.3078252325713,0.3157894736842105,1,0,0
533,700,-0.23710163043246618,-71.65303659830865,3318.375472936801,0.12428571428571429,2,0,10
319,62,-0.2386439526191707,-210.47003427381182,2882.1204565029398,0.1774193548387097,1,1,0
964,126,-0.2447431864675601,-244.80220678259468,4659.790974795452,0.19047619047619047,2,2,10
27,189,-0.2449346581330774,-125.15191107779319,2915.376111206536,0.25925925925925924,0,0,3
1333,680,-0.2466482121414096,-111.96416034287172,4912.832496409127,0.17647058823529413,0,2,3
983,71,-0.25421685792894677,-354.44344844151794,4875.826303751287,0.15492957746478872,0,0,10
732,123,-0.25516390384989757,-172.78400899372804,3116.8313906952612,0.37398373983739835,0,1,3
995,129,-0.25839817305874213,-181.24771308151972,3306.392421644401,0.31007751937984496,1,0,3
1356,87,-0.26265481818681263,-249.2384906188617,3673.3796167297724,0.11494252873563218,1,1,0
1016,252,-0.26310427145320053,-118.54610961585705,2968.493638812548,0.38095238095238093,0,0,10
935,341,-0.2654341847372605,-87.6004506614252,2529.31617192082,0.39882697947214074,1,0,0
5,472,-0.268716207903342,-113.9975689562411,3825.156180780972,0.3008474576271186,1,0,3
1160,105,-0.2701496757209552,-169.22876396396043,2664.0405210742983,0.41904761904761906,0,2,10
